分类 (Category),中文描述 (Description),提示词 (Prompt)
模板,凯尔希,"arknights,masterpiece,best quality,official art,extremely detailed CG unity 8k wallpaper,{{{kaltsit (arknights)}}},light green white hair,empty eyes,expressionless,bare_shoulders, detached_sleeves, flat_chest,mature female, {backless dress},medium hair, light green eyes,cat ears,highres"
模板,S,"flat_chest,looking at viewer,(from side:1.2),( head tilt:1.65),(leaning_back:1.25),close-up,hugging own legs,pigeon-toed,nervous,pink hair, loli, school uniform, long hair, glasses, hair ribbon, white stocking, at school,"
模板,诗作,"kamen rider,cinematic angle,full body,cinematic angle ,Bustling city,official art"
模板,黑长直,"masterpiece,best quality,,girl,long black straight hair,blue eyes,in white school uniform ,blue plaid skirt,  smile,"
模板,兽耳白毛——by朵蜜舞法天女,"wolf ear fluff,white_hair,white_windbreaker,pixiv id,shorts,socks,sneakers,shota"
模板,白毛萝莉,"{{{masterpiece}}}, best quality, illustration,dark background, sunlight, beautiful detailed eyes, 1girl, expressionless, blue eyes, {{{white short hair}}}, {{wavy hair}},{{{dishevled hair}}}, messy hair, long bangs, hairs between eyes, {{{{white bloomers}}}},{{{{open clothes:2}}}} "
模板,我的女王,"High heeled boots,thigh boots,knee boots,high heels,elbow_gloves,fishnet pantyhose,garter straps garter belt,black stocking,white stocking,miniskirt,Perfect female body,"
模板,自设萝莉,Chinese，multiple_girls，loli，solo，silver_hair，black_eyes，long_hair，sitting，lolita_fashion，flat_chest
模板,黑发红瞳御姐,"incredibly_absurdres,black hair,red_eyes,neck ribbon,oil painting (medium) ,latex,sideboob,best quality,highly detailed,masterpiece,ultra-detailed,{photorealistic},,"
模板,巨乳龙卷,"Tatsumaki，beautiful blue sky,short_hair,Perfect female body,deep green_hair/green_eyes"
模板,ff14猫娘,"short_hair,(((blue_eyes))),(((cat_ears))),(((white hair))),(((yellow_eyes))),(((heterochromia))),(beautiful detailed eyes),"
模板,a,"masterpiece, best quality,extremely detailed CG unity 8k wallpaper,((gorgeous red long skirt)),Red shawl, red long sleeve,((((dress has golden phoenix pattern on it)))),black hair,Red eyes,((gentle)),(((nice headpiece))),(Gorgeous crown),((detail ornaments)),(flowers),gentle smile,the tiny gold bracelet,beautiful eyeliner,beautiful detailed girl,an extremely delicate and beautiful girl,beautiful detailed eyes,cleavage,looking at viewer,(from side:1.2),( head tilt:1.65),(leaning_back:1.25),selfiemirror,kitchen,Chinese style,"
模板,高完成度赛博朋克基础咒语,{{ write or paint realistically }} ，{{ Hi-Q(high quality) }}，{{ The masterpiece }}， {best quality}， {{masterpiece}} true-life ，cyberpunk，white hair，Red pupil，1girl，sideways，Delicate face，Perfect skin，Highly detailed，glow，The perfect eye，Detailed clothing，Shadows of reality，neon lamp，The floating hair，The perfect background，The perfect outfit，gorgeous costume，Colorful costumes，Colorful clothes，Detailed background，pinnacle of work，incredibly_absurdres，colorful
模板,001,"character design,clothes lift,shirt lift,No underwear,standing,open mouth,clenched teeth,gloom (expression),shaded,shaded face,disgust,annoyed,looking at viewer,lift up topwear,looking down,perspective from below,,fox_ears,ponytail,white_hair/white_eyes,parted lips,"
模板,银色的英雄,"Male,hero character, full body, (((masterpiece))), (((best quality))), ((ultra-detailed)), (illustration), (detailed light),((Expressionless)),, (((masterpiece))), (((best quality))), ((ultra-detailed)), (illustration), (detailed light),((an extremely delicate and beautiful)),((man)),"
模板,fse,"(((masterpiece))),best quality, illustration,(beautiful detailed girl),beautiful detailed glow,detailed ice,beautiful detailed water,(beautiful detailed eyes),expressionless,(floating palaces),azure hair,disheveled hair,long bangs, hairs between eyes,(skyblue dress),black ribbon,white bowties,midriff,{{{half closed eyes}}},big forhead,blank stare,flower,large top sleeves"
模板,病娇（可能会崩,"{{masterpiece}},1 girl,best quality,Stain blood on the body,Yandere,Yandere smiles"
模板,面无表情的萝莉,"White hair, three nothing, girl, bandage"
模板,水绿色龙娘,"((best quality)), ((masterpiece)), ((ultra-detailed)), extremely detailed CG, (illustration), ((detailed light)), (an extremely delicate and beautiful), a girl, solo, ((upper body,)), (open  legs), expressionless, (beautiful detailed eyes), green dragon eyes, (Vertical pupil:1.2), green hair, shiny hair, colored inner hair, (Dragonwings:1.4),  [Armor_dress], blue wings,cyan_hair ornament,silk ribbon adorn the hair, [dragon horn], depth of field, [ice crystal], (shine),(pool), [loli], [[[[[Jokul]]]]]"
模板,月下美人,"firefly,nanning,beautiful,lady,grace,windy,night,moonlight"
模板,000,"{best quality}, {{masterpiece}}, {highres}, original, pantyhosely detailed wallpaper, 1girl,{an extremely delicate and beautiful,starry sky,clusters of stars,sitting on the ground,adult a girl Blue hair blue eyes ,"
模板,白发萝莉,"masterpiece,best quality,official art,extremely detailed CG unity 8k wallpaper,1girl,loli, grey hair, winter,snow, shooting star, "
模板,美人,"firefly,nanning,beautiful,lady,grace,windy,night,moonlight,Vaporwave,red_hair/red_eyes,split-color hair,looking afar,squatting,spread arms,m legs,embarrassed,bikini,miniskirt,kneehighs,"
模板,你干嘛,"firefly,nanning,beautiful,lady,grace,windy,night,moonlight,pantyhose,{masterpiece},{full body},{one girl},{royal elder sister},{medium tits},{silvery long wave shiny hair which have two small side braids},{sapphire eyes with red vertical pupils},{clear hand},expressionless,navel,white ribbons,royal hall,white full-body armor with transparent-crystal Inlay,crystalline heavy chest armor,"
模板,芜湖,"topless male，yaoi，shorts，cat_pose，kneeling，wet，open_clothes，black_collar，bandaid，shota，1boy，aqua_eyes，open_mouth，shy，endured_face，fangs，indoors,{best quality}, {{masterpiece}}, {highres}, original, extremely detailed 8K wallpaper,  {an extremely delicate and beautiful},,,from the Side below Black silk,close-up,cropped legs  ,dakimakura,gym,shota,ahoge,wolf ear fluff,looking at viewer,sitting on the ground,handjob gesture,m legs,naughty face,heart-shaped pupils,micro bikini,garter_belt,no shoes,rabbit tail,bell,flat_chest,Leakage of urine,vagina,"
模板,网裤袜,"white pantyhose,heavy breathing,short_hairkneeling&setting on floot,tank top,leather shoes,"
模板,粉色精灵少女,"(((masterpiece))), (((best quality))), ((ultra-detailed)), (illustration), (detailed light),((an extremely delicate and beautiful)),{an extremely delicate and beautiful girl}, 8k wallpaper, {{{masterpiece}}}dramatic_shadow,ray_tracing,meadow,flower sea,sunny,afternoon,in spring,Walking,Light smile,Pink hair,Fairy wings,Pale skin,hand between legs,purple eyes,looking afar,collarbone,neck,Pink headwear,sleeveless shirt,skirt,toeless legwear,boots,flower necklace,Cinematic Lighting,Illustration,style of cygames,pov,game cg,very wide shot"
模板,高质量:简单,"masterpiece, best quality,highly detailed,"
模板,6,"{best quality}, {{masterpiece}}, {highres}, original, pantyhosely detailed wallpaper, 1girl,{an extremely delicate and beautiful,"
模板,赛博人,"{{ write or paint realistically }} ，{{ Hi-Q(high quality) }}，{{ The masterpiece }}， {best quality}， {{masterpiece}} true-life ，cyberpunk，white hair，Red pupil，1girl，sideways，Delicate face，Perfect skin，Highly detailed，glow，The perfect eye，Detailed clothing，Shadows of reality，neon lamp，The floating hair，The perfect background，The perfect outfit，gorgeous costume，Colorful costumes，Colorful clothes，Detailed background，pinnacle of work，incredibly_absurdres，colorful,"
模板,壁纸初始tag,"{{masterpiece}},{best quality},{solo},highres,extremely detailed CG wallpaper,extremely detailed figure,Amazing,"
模板,白毛红瞳吸血鬼,"long hair, standing, looking away,1girl,hair ornament, hair flower, cute, jacket, red flower,official art,white_hair,red_eyes,moon night,incredibly_absurdres,ray tracing,starry sky,clusters of stars,princess,hair flower,black skirt dress, flower pattern in dress,black gown,vampire,cross necklace,hair ribbon,arms behind back"
模板,看星空,"masterpiece,best quality,official art,extremely detailed CG unity 8k wallpaper,beautiful detailed eyes,straight-on,blurry background,Long hair and waist,gradient eyes,from side,profile,lens 135mm,f1.8,starry sky,blurry background,half-closed eyes,hand in own hair,Crinkle skirtT-shirt,Knee high boots,mature female, black loose coat,Railing,close-up,ray tracing,incredibly_absurdres,starry sky,clusters of stars,detail fingers,reaching,gloom (expression) ,masterpiece, oil painting (medium) , best quality, best quality, Amazing, beautiful detailed eyes, finely detail, Depth of field, masterpiece, 1girl, mature female, black hair,drop shadow, light particles,fingerless gloves,belt,earring,outstretched arm,arm up,"
模板,白丝比基尼！！！,"{best quality}, {{masterpiece}}, {highres}, original, extremely detailed 8K wallpaper, {1girl}, {an extremely delicate and beautiful},foot focus,full body,beach,loli,blunt_bangs,"
模板,春江花月夜,"{masterpiece},best quality,amazing,a shining moon,nature,great river,Meandering river,Spring Forest,flowers,{{detailed Ancient Chinese style buildings}},cinematic angle ,wide shot,cinematic angle,ray tracing,depth of field,peaceful night,no modern buildings,sea,beautiful drawn clouds,mild fog,cherry blossoms,midnight,"
模板,a哥,"best quality, masterpiece, highres,extremely detailed CG wallpaper,blood,a  strong man,a hoodie with black colour,facing away,modern city,blood,more details,stand on a high building,black tentacle"
模板,星辰机甲龙,"nice headpiece,((detail ornaments ))),(Starry blue feather),Some inexplicable straps on the leg, clavicalis,(Bracelet with blue light),（Red and black armor）,{{mechanical}},{mecha},{Mecha dragon wings},((({A mecha dragon body emit a dull red light}))),{surrounding floating metal}, extremely fine {illustration}), {(floatinghair, {(chromatic aberration}). {(caustic}), lens flare, dynamic angle, {(portrait}. cute face, {beautiful detailed eyes}. eye shadow,{glass strips}). {floatingglass fragments}.{(colorful refraction}).{beautiful detailed sly}. {(dark intense shadows}).{(cinematic lighting}). {(overexposure}),{(masterpiece}). {(best quality})}. {(extremely detailed}).colorful, hdr, masterpiece, best quality,{（Blue purple starry sky）}，{girl},（a Mechanical Flying Dragon behind the girl）,(Flower metal  ),Thigh band"
模板,高质量:01,"{best quality}, {{masterpiece}}, {highres}, original, extremely detailed 8K wallpaper, 1girl, {an extremely delicate and beautiful}"
模板,pantyhose,"pantyhose,highleg leotard,high heels,hair_bow,big ass,between legs,standing,heavy breathing,shiny skin,"
模板,涩涩的狐耳美少男,"topless male，yaoi，shorts，cat_pose，blue hair,bright and yellow eyes，fox ears, fox tail, messy hair, kneeling in a cage, chained around his neck，kneeling，wet，open_clothes，black_collar，bandaid，shota，1boy，aqua_eyes，open_mouth，shy，endured_face，fangs，indoors,{best quality}, {{masterpiece}}, {highres}, original, extremely detailed 8K wallpaper,  {an extremely delicate and beautiful}"
模板,这么可爱当然是男孩子,"{best quality}, {{masterpiece}}, {highres}, original, extremely detailed 8K wallpaper, 1boys, {an extremely delicate and beautiful},,ray tracing,{best quality}, {{masterpiece}}, {highres}, original, extremely detailed 8K wallpaper, {an extremely delicate and beautiful},,incredibly_absurdres,colorful,intricate detail,artbook,,shota,slender waist,long hair,  bare shoulders,heterochromia,(Delicate muscle lines),linea alba,chinese clothes, chinese style architecture,neat figure,Chinese style,"
模板,空（原神）,"aether \(genshin impact\),1boy, male focus,blonde hair,single earring, beautiful golden eyes,navel,midriff,braid,ahoge,hair_between_eyes,brown gloves,boots, pants,white scarf,evil smile, "
模板,高质量:02,"(best quality), ((masterpiece)), (highres), original, extremely detailed 8K wallpaper, 1girl, (an extremely delicate and beautiful)"
模板,高质量起手式,"masterpiece, best quality,extremely detailed CG unity 8k wallpaper
"
模板,高质量女仆,"{photorealistic}, 1 girl, gothic maid dress,{blue Hair},{pink Hair accessories},Sky, grassland,red eyes, depth of field,cinematic angle ,backlighting,young girl"
模板,冷色系,"best quality, cold attitude, red eyes, short hair, white hair, white shirt, black jacket, bowtie, hair ornament hair clip, she looks very relaxed, side face, white atmosphere, high quality, masterpiece, flat color, 1girl, not looking at viewer,"
模板,胡桃,"genshin impact, {{{hu tao (genshin impact)}}}, {{{masterpiece}}},{{{best quality}}}, {{ultra-detailed}}, {{extremely detailed CG}}, {{8k_wallpaper}}, {{an extremely delicate and beautiful}},{beautiful detailed eyes}, an extremely delicate and beautiful girl, 1girl, twintails,  {black hair}, red eyes eyes, blush, full body, shorts, black jacket, leather shoes, white short socks, flower-shaped pupils,,"
模板,高质量模版,"Light and shadow special effects ((film light effect, metal reflection, water reflection, light and shadow tracing, ray tracing)) Background ((Gothic art architecture, street, street light, neon light, clock background, church, painted glass) Image quality ((4k high-definition mechanism cg image quality, ultra-high resolution, extreme cg image quality, masterpiece, color contrast, high contrast chroma, high-definition wallpaper)) Object effect（ (Time difference, color, damage difference, old and new look)

Particle effect (small and clear, no obvious effect fading into the environment) Color difference (temperature difference) Visual angle (facing the whole figure, 3d visual angle) Color difference of temperature, extreme visual experience, 3d visual angle

"
模板,白毛萝莉（反）,"llowres, bad anatomy, bad hands, text, error, missing fingers, extra digit, fewer digits, cropped, worst quality, low quality, normal quality, jpeg artifacts, signature, watermark, username, blurry,  {Multiple people},lowres,bad anatomy,bad hands, text, error, missing fingers,extra digit, fewer digits, cropped, worstquality, low quality, normal quality,jpegartifacts,signature, watermark, username,blurry,bad feet,cropped,poorly drawn hands,poorly drawn face,mutation,deformed,worst quality,low quality,normal quality,jpeg artifacts,signature,watermark,extra fingers,fewer digits,extra limbs,extra arms,extra legs,malformed limbs,fused fingers,too many fingers,long neck,cross-eyed,mutated hands,polar lowres,bad body,bad proportions,gross proportions,text,error,missing fingers,missing arms,missing legs,extra digit"
